Name,Search Category,Google Category,Address,Phone,Website,Latitude_URL,Longitude_URL,Google Maps URL
"Indus Universal School, Ranjole, Zaheerabad",School,Middle school,"MJPV+CW9, Thammadpalli, Telangana 502318",,http://www.indusuniversalschool.com/,17.6860375,77.6448594,"https://www.google.com/maps/place/Indus+Universal+School,+Ranjole,+Zaheerabad/data=!4m7!3m6!1s0x3bceb5c5359eae5f:0x3aa0699e5c1a9e1e!8m2!3d17.6860375!4d77.6448594!16s%2Fg%2F11l203r3jk!19sChIJX66eNcW1zjsRHp4aXJ5poDo?authuser=0&hl=en&rclk=1"
Dr.RLR School,School,General education school,"Pastapur X Rd, Zahirabad Rural, Zaheerabad, Telangana 502318",085005 25636,http://drrlrgroup.com/,17.6871145,77.636827,https://www.google.com/maps/place/Dr.RLR+School/data=!4m7!3m6!1s0x3bceb49360ad92a3:0xd4f942257eccf044!8m2!3d17.6871145!4d77.636827!16s%2Fg%2F11trxr9ptn!19sChIJo5KtYJO0zjsRRPDMfiVC-dQ?authuser=0&hl=en&rclk=1
Rahbar Foundation School,School,Foundation,"MJ85+4PX, Zaheerabad, Telangana 502220",094912 09995,,17.6653522,77.6093484,https://www.google.com/maps/place/Rahbar+Foundation+School/data=!4m7!3m6!1s0x3bceb4d7f60b7ce3:0x570dc45560704a4f!8m2!3d17.6653522!4d77.6093484!16s%2Fg%2F11dfk_f6v5!19sChIJ43wL9te0zjsRT0pwYFXEDVc?authuser=0&hl=en&rclk=1
JAMIA FATHIMA NISWAN MADRSA SCHOOL,School,School,"Moosa nagar, Zaheerabad, Telangana 502220",,,17.6760705,77.6171975,https://www.google.com/maps/place/JAMIA+FATHIMA+NISWAN+MADRSA+SCHOOL/data=!4m7!3m6!1s0x3bceb5e761f95ccf:0xf90f99d8c426610e!8m2!3d17.6760705!4d77.6171975!16s%2Fg%2F11sx22rgdv!19sChIJz1z5Yee1zjsRDmEmxNiZD_k?authuser=0&hl=en&rclk=1
Islamiya Model School,School,General education school,"Gadi Rd, Zaheerabad, Telangana 502220",,,17.6829402,77.6042947,https://www.google.com/maps/place/Islamiya+Model+School/data=!4m7!3m6!1s0x3bceb51c286c7055:0x5d85e97b80615a3a!8m2!3d17.6829402!4d77.6042947!16s%2Fg%2F11c5wm_7z8!19sChIJVXBsKBy1zjsROlphgHvphV0?authuser=0&hl=en&rclk=1
GOWTHAM SCHOOL,School,General education school,"Pallod Complex, Zaheerabad, Telangana 502228",095504 51112,,17.6791625,77.6147245,https://www.google.com/maps/place/GOWTHAM+SCHOOL/data=!4m7!3m6!1s0x3bceb4e73953e4b5:0xc0e039a197a68e12!8m2!3d17.6791625!4d77.6147245!16s%2Fg%2F11c6f5n3ys!19sChIJteRTOee0zjsREo6ml6E54MA?authuser=0&hl=en&rclk=1
Aruna high school,School,Higher secondary school,"Bypass road Ranjhole, Zaheerabad, Telangana 502318",,,17.6910159,77.6527876,https://www.google.com/maps/place/Aruna+high+school/data=!4m7!3m6!1s0x3bceb5a8070c2391:0xb2adcf4439bb06ad!8m2!3d17.6910159!4d77.6527876!16s%2Fg%2F11ftxd124m!19sChIJkSMMB6i1zjsRrQa7OUTPrbI?authuser=0&hl=en&rclk=1
"Sri Saraswathi Shishu Mandir, High School",School,Secondary school,"MJMF+GGM, Sairam Nagar Colony, Dattagiri Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502220",,,17.6838386,77.6238086,"https://www.google.com/maps/place/Sri+Saraswathi+Shishu+Mandir,+High+School/data=!4m7!3m6!1s0x3bceb4eecee1fd63:0x2a193c331ba9a1ea!8m2!3d17.6838386!4d77.6238086!16s%2Fg%2F11g027kpxn!19sChIJY_3hzu60zjsR6qGpGzM8GSo?authuser=0&hl=en&rclk=1"
Islamic centre Awami school,School,Education center,"MJF7+WFG, Ilahi Masjid Rd, Shanti Nagar, Zaheerabad, Telangana 502220",,,17.6748116,77.6137096,https://www.google.com/maps/place/Islamic+centre+Awami+school/data=!4m7!3m6!1s0x3bceb5006f267a01:0x4f2cce7aff2c731e!8m2!3d17.6748116!4d77.6137096!16s%2Fg%2F11y50gqtsn!19sChIJAXombwC1zjsRHnMs_3rOLE8?authuser=0&hl=en&rclk=1
salam nagar government urdu medium school,School,Elementary school,"MJC2+29F, Zaheerabad, Telangana 502220",,,17.6701115,77.6009488,https://www.google.com/maps/place/salam+nagar+government+urdu+medium+school/data=!4m7!3m6!1s0x3bceb521ce6a784f:0xd350ce6c88c600b8!8m2!3d17.6701115!4d77.6009488!16s%2Fg%2F11kbb2qkcg!19sChIJT3hqziG1zjsRuADGiGzOUNM?authuser=0&hl=en&rclk=1
prathibha model school,School,Primary school,"MJ95+C2C, Ramnagar, kantha reddy nagar, Zaheerabad, Telangana 502220",098495 70602,,17.6685746,77.6075282,https://www.google.com/maps/place/prathibha+model+school/data=!4m7!3m6!1s0x3bceb5277f1835b5:0x437b4703492dcf58!8m2!3d17.6685746!4d77.6075282!16s%2Fg%2F11b_3g3533!19sChIJtTUYfye1zjsRWM8tSQNHe0M?authuser=0&hl=en&rclk=1
Sri Manik Prabhu High School,School,Higher secondary school,"sri, manik prabhu street, Zaheerabad, Telangana 502228",,,17.6851311,77.6085982,https://www.google.com/maps/place/Sri+Manik+Prabhu+High+School/data=!4m7!3m6!1s0x3bceb4e26f8b4c53:0xf4f3498f994b4d03!8m2!3d17.6851311!4d77.6085982!16s%2Fg%2F11fx9lgbd8!19sChIJU0yLb-K0zjsRA01LmY9J8_Q?authuser=0&hl=en&rclk=1
Sana Public School,School,General education school,"MJJ6+9R6, NH 65, Zaheerabad, Telangana 502228",098499 53072,,17.6809034,77.612019,https://www.google.com/maps/place/Sana+Public+School/data=!4m7!3m6!1s0x3bceb4e1189a8719:0x3eafa0e4f7489ed3!8m2!3d17.6809034!4d77.612019!16s%2Fg%2F1hf2r0mld!19sChIJGYeaGOG0zjsR055I9-Sgrz4?authuser=0&hl=en&rclk=1
Lyceum School,School,General education school,"Zahirabad, Vasant Vihar, Sangareddy, Telangana 502220",085006 95191,https://lyceumschool.in/,17.6905456,77.6201148,https://www.google.com/maps/place/Lyceum+School/data=!4m7!3m6!1s0x3bceb5f4aa75f049:0x55f8676bbe4f09a9!8m2!3d17.6905456!4d77.6201148!16s%2Fg%2F11gh58g7jx!19sChIJSfB1qvS1zjsRqQlPvmtn-FU?authuser=0&hl=en&rclk=1
Sri Vishwa Bharathi Vidyalayam High School,School,Higher secondary school,"MJ94+896, Ramnagar, Dattagiri Colony, Shantinagar, Shanti Nagar, Zaheerabad, Telangana 502220",,,17.6682982,77.6059007,https://www.google.com/maps/place/Sri+Vishwa+Bharathi+Vidyalayam+High+School/data=!4m7!3m6!1s0x3bceb537fdc11a4b:0xec6d5e9ad330c54f!8m2!3d17.6682982!4d77.6059007!16s%2Fg%2F11fd6lrwwj!19sChIJSxrB_Te1zjsRT8Uw05pebew?authuser=0&hl=en&rclk=1
Jagruti school,School,Educational institution,"Tandur Road, Zaheerabad, Telangana 502220",,,17.6628232,77.6065892,https://www.google.com/maps/place/Jagruti+school/data=!4m7!3m6!1s0x3bceb5bdc11005c1:0x807fe51f97c7e2dd!8m2!3d17.6628232!4d77.6065892!16s%2Fg%2F11fl0hntw0!19sChIJwQUQwb21zjsR3eLHlx_lf4A?authuser=0&hl=en&rclk=1
Govt. Primary School No.3,School,Primary school,"MJH6+6QW, Subhash Gunj, Zaheerabad, Telangana 502228",,,17.67811,77.611964,https://www.google.com/maps/place/Govt.+Primary+School+No.3/data=!4m7!3m6!1s0x3bceb4e0983c8941:0xb139b81fbdfd00ac!8m2!3d17.67811!4d77.611964!16s%2Fg%2F11hdbnvt9w!19sChIJQYk8mOC0zjsRrAD9vR-4ObE?authuser=0&hl=en&rclk=1
Syed Qamruddin government headmaster,School,School,"MJJP+85Q, Zahirabad Rural, Zaheerabad, Telangana 502318",,,17.6808702,77.6353421,https://www.google.com/maps/place/Syed+Qamruddin+government+headmaster/data=!4m7!3m6!1s0x3bceb5002d2a8779:0x95c7de70a76bf6f2!8m2!3d17.6808702!4d77.6353421!16s%2Fg%2F11wc23h66t!19sChIJeYcqLQC1zjsR8vZrp3Dex5U?authuser=0&hl=en&rclk=1
Diamond super glass,School,Middle school,"MJJC+F9G, Dattagiri Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502318",098976 97309,,17.6811787,77.6209601,https://www.google.com/maps/place/Diamond+super+glass/data=!4m7!3m6!1s0x3bceb5025982f555:0x20a75c47d874f691!8m2!3d17.6811787!4d77.6209601!16s%2Fg%2F11p06skrlg!19sChIJVfWCWQK1zjsRkfZ02EdcpyA?authuser=0&hl=en&rclk=1
Vidya Niketan High school,School,Higher secondary school,"MJ84+VF9, Ramnagar, Dattagiri Colony, Shantinagar, Shanti Nagar, Zaheerabad, Telangana 502220",094900 91455,,17.6672031,77.6064211,https://www.google.com/maps/place/Vidya+Niketan+High+school/data=!4m7!3m6!1s0x3bceb57072e2541b:0x70b57a311ed56e89!8m2!3d17.6672031!4d77.6064211!16s%2Fg%2F11s5c6hqcb!19sChIJG1TicnC1zjsRiW7VHjF6tXA?authuser=0&hl=en&rclk=1
iqra model school,School,General education school,"MJM6+W85, Block Rd, Zaheerabad, Telangana 502228",084512 82798,,17.684771,77.610844,https://www.google.com/maps/place/iqra+model+school/data=!4m7!3m6!1s0x3bceb4e3b5a6254d:0x1d9f167ac3975410!8m2!3d17.684771!4d77.610844!16s%2Fg%2F1td7lrzx!19sChIJTSWmteO0zjsREFSXw3oWnx0?authuser=0&hl=en&rclk=1
Noor E Ilahi Masjid,School,School,"MJGG+7J2, Unnamed Road, Zahirabad Rural, Zaheerabad, Telangana 502318",,,17.6756336,77.6265018,https://www.google.com/maps/place/Noor+E+Ilahi+Masjid/data=!4m7!3m6!1s0x3bceb4c1a04e6825:0x6a7d610874e7a0fa!8m2!3d17.6756336!4d77.6265018!16s%2Fg%2F11dfj54vm5!19sChIJJWhOoMG0zjsR-qDndAhhfWo?authuser=0&hl=en&rclk=1
Girls Residential school,School,High school,"MJCX+F2P, Zaheerabad, Allipur, Telangana 502318",,,17.6712018,77.6475886,https://www.google.com/maps/place/Girls+Residential+school/data=!4m7!3m6!1s0x3bceb5331c164981:0x1747c7dc15a894f!8m2!3d17.6712018!4d77.6475886!16s%2Fg%2F11nx0wkc7p!19sChIJgUkWHDO1zjsRT4lawX18dAE?authuser=0&hl=en&rclk=1
friends stationery and xerox,School,School,"MJM3+5P6, Gadi Rd, Zaheerabad, Telangana 502220",,,17.6829048,77.6042662,https://www.google.com/maps/place/friends+stationery+and+xerox/data=!4m7!3m6!1s0x3bceb56c826cbc81:0x29178476fe2dad6b!8m2!3d17.6829048!4d77.6042662!16s%2Fg%2F11mn7njfw6!19sChIJgbxsgmy1zjsRa60t_naEFyk?authuser=0&hl=en&rclk=1
Idsmtcolony,School,School,"MJC6+JRH, Shanti Nagar, Zaheerabad, Telangana 502220",090107 39886,,17.6715688,77.6121164,https://www.google.com/maps/place/Idsmtcolony/data=!4m7!3m6!1s0x3bceb4d94aa46183:0xb55e176d889cd00d!8m2!3d17.6715688!4d77.6121164!16s%2Fg%2F11csbsc74w!19sChIJg2GkStm0zjsRDdCciG0XXrU?authuser=0&hl=en&rclk=1
ZILLA PARISHAD GIRLS HIGH SCHOOL ZAHEERABAD,School,Girls' high school,"MJH6+4JX, Black road, opposite of Bhagareddy cricket stadium, Hamali Colony, Subhash Gunj, Zaheerabad, Telangana 502220",,,17.6778575,77.6116249,https://www.google.com/maps/place/ZILLA+PARISHAD+GIRLS+HIGH+SCHOOL+ZAHEERABAD/data=!4m7!3m6!1s0x3bceb5afd3e2b023:0x35c7c89356513aa2!8m2!3d17.6778575!4d77.6116249!16s%2Fg%2F11k4jbln67!19sChIJI7Di06-1zjsRojpRVpPIxzU?authuser=0&hl=en&rclk=1
RJ School Of Music,School,School,"MJMF+GWW, Sairam Nagar Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502228",,,17.6838553,77.6248257,https://www.google.com/maps/place/RJ+School+Of+Music/data=!4m7!3m6!1s0x3bceb4e955ae57b1:0xba61f89ff0b55b4!8m2!3d17.6838553!4d77.6248257!16s%2Fg%2F11hczxxksm!19sChIJsVeuVem0zjsRtFUL_4kfpgs?authuser=0&hl=en&rclk=1
Pavan ramjoshi,School,Study at home school,"Ward no 11, Shanti Nagar, Zaheerabad, Telangana 502220",,,17.6735289,77.6104465,https://www.google.com/maps/place/Pavan+ramjoshi/data=!4m7!3m6!1s0x3bceb55d636cffb1:0x367a6b0b227734e0!8m2!3d17.6735289!4d77.6104465!16s%2Fg%2F11kj_n5gv2!19sChIJsf9sY121zjsR4DR3IgtrejY?authuser=0&hl=en&rclk=1
KGBV(M),School,School,"MJ24+9VJ, Otti(K, Zaheerabad, Telangana 502318",,,17.6509561,77.6071398,https://www.google.com/maps/place/KGBV%28M%29/data=!4m7!3m6!1s0x3bc94b6652d42177:0x80e950894972e7a7!8m2!3d17.6509561!4d77.6071398!16s%2Fg%2F11g0lb72x8!19sChIJdyHUUmZLyTsRp-dySYlQ6YA?authuser=0&hl=en&rclk=1
Md shakeer,School,School,"MJ88+XX5, Zaheerabad, Telangana 502220",,,17.6673933,77.6174817,https://www.google.com/maps/place/Md+shakeer/data=!4m7!3m6!1s0x3bceb59b94615591:0x7756cb5399f26113!8m2!3d17.6673933!4d77.6174817!16s%2Fg%2F11ptpkx9mm!19sChIJkVVhlJu1zjsRE2HymVPLVnc?authuser=0&hl=en&rclk=1
Al Mahad Al Muhammadia Anwarul Qur'an,School,School,"MJG9+CPP, Zahirabad Rural, Zaheerabad, Telangana 502220",,,17.6761076,77.6194023,https://www.google.com/maps/place/Al+Mahad+Al+Muhammadia+Anwarul+Qur%27an/data=!4m7!3m6!1s0x3bceb5637f6f2abf:0x2b83576c94e87a77!8m2!3d17.6761076!4d77.6194023!16s%2Fg%2F11s8xdf1f4!19sChIJvypvf2O1zjsRd3rolGxXgys?authuser=0&hl=en&rclk=1
Sri Sharada Sangeeta Vidyalayam,School,Art school,"near Panchamukhi Hanuman Temple, Dattagiri Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502220",,https://youtube.com/playlist?list=PLzn48G6qZrxTnG6VpNHyXf-Ye7W5hMDh7,17.6834219,77.6216705,https://www.google.com/maps/place/Sri+Sharada+Sangeeta+Vidyalayam/data=!4m7!3m6!1s0x3bceb4e8d12949cb:0x94e43e458409c27a!8m2!3d17.6834219!4d77.6216705!16s%2Fg%2F11g_v9rd_!19sChIJy0kp0ei0zjsResIJhEU-5JQ?authuser=0&hl=en&rclk=1
Saint mary school,School,General education school,"rehaan villah, brindavan enclave, plot no 18, Zaheerabad, Telangana 502220",,,17.6593787,77.6066682,https://www.google.com/maps/place/Saint+mary+school/data=!4m7!3m6!1s0x3bceb5004193a46b:0x3e3dedfc562194a1!8m2!3d17.6593787!4d77.6066682!16s%2Fg%2F11w4szx6h0!19sChIJa6STQQC1zjsRoZQhVvztPT4?authuser=0&hl=en&rclk=1
Telangana Motor Driving School,School,Driving school,"3-67 Pasthapur, Road, Zaheerabad, Telangana 502318",094923 04328,,17.6907744,77.6412626,https://www.google.com/maps/place/Telangana+Motor+Driving+School/data=!4m7!3m6!1s0x3bceb51642de66d3:0x21f9553e73a33b06!8m2!3d17.6907744!4d77.6412626!16s%2Fg%2F11k3wkmgs9!19sChIJ02beQha1zjsRBjujcz5V-SE?authuser=0&hl=en&rclk=1
SRI SAI COMPUTERS,School,Computer training school,"Block Rd, Subhash Gunj, Zaheerabad, Telangana 502220",098496 79396,,17.6795373,77.6117066,https://www.google.com/maps/place/SRI+SAI+COMPUTERS/data=!4m7!3m6!1s0x3bceb5df8cc48c33:0x68f5fcd884159b27!8m2!3d17.6795373!4d77.6117066!16s%2Fg%2F11hff6v3l6!19sChIJM4zEjN-1zjsRJ5sVhNj89Wg?authuser=0&hl=en&rclk=1
ACHARYA DEGREE COLLEGE,School,College,"MJJC+J38, Baswa Nagar Colony, Dattagiri Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502228",084512 75757,,17.6815339,77.620202,https://www.google.com/maps/place/ACHARYA+DEGREE+COLLEGE/data=!4m7!3m6!1s0x3bceb574aa239853:0x31a0581629260bf1!8m2!3d17.6815339!4d77.620202!16s%2Fg%2F11j1z2mw8k!19sChIJU5gjqnS1zjsR8QsmKRZYoDE?authuser=0&hl=en&rclk=1
sv driving school,School,Driving school,"beside Sri VenkateshWara electricals, Baswa Nagar Colony, Dattagiri Colony, Zaheerabad, Telangana 502228",095506 76723,http://svdrivingschool.com/,17.6821215,77.6185865,https://www.google.com/maps/place/sv+driving+school/data=!4m7!3m6!1s0x3bceb4e623d7e78d:0x60ffbaeecfb37608!8m2!3d17.6821215!4d77.6185865!16s%2Fg%2F11gg6_9pcm!19sChIJjefXI-a0zjsRCHazz-66_2A?authuser=0&hl=en&rclk=1
Masjid aqsa,School,Private educational institution,"Housing Board Rd, Colony, Shanti Nagar, Zaheerabad, Telangana 502220",090102 33564,,17.6683893,77.6183305,https://www.google.com/maps/place/Masjid+aqsa/data=!4m7!3m6!1s0x3bceb52c5b68a167:0xf98bddd643e1bdf0!8m2!3d17.6683893!4d77.6183305!16s%2Fg%2F11t6yc38sp!19sChIJZ6FoWyy1zjsR8L3hQ9bdi_k?authuser=0&hl=en&rclk=1
Park,Tourist Attraction,Park,"MJQG+FPH, Zahirabad Rural, Zaheerabad, Telangana 502228",,,17.6892754,77.6269199,https://www.google.com/maps/place/Park/data=!4m7!3m6!1s0x3bceb56e4cdd1639:0x31cc9e181902d367!8m2!3d17.6892754!4d77.6269199!16s%2Fg%2F11s2p_qkd6!19sChIJORbdTG61zjsRZ9MCGRiezDE?authuser=0&hl=en&rclk=1
Zaheerabad rent cars travels,Tourist Attraction,Tourist attraction,"Nh65, bypass road, Pasthapur, Zaheerabad, Telangana 502220",,,17.6934566,77.63175,https://www.google.com/maps/place/Zaheerabad+rent+cars+travels/data=!4m7!3m6!1s0x3bceb5472b599ca1:0xce102cf180930cd9!8m2!3d17.6934566!4d77.63175!16s%2Fg%2F11x1qz9n90!19sChIJoZxZK0e1zjsR2QyTgPEsEM4?authuser=0&hl=en&rclk=1
Sekhapur Lake,Tourist Attraction,Tourist attraction,"JJ4F+F5R, Shekapur, Telangana 502220",,,17.6062435,77.6228988,https://www.google.com/maps/place/Sekhapur+Lake/data=!4m7!3m6!1s0x3bc94bb456260645:0x8e5293048e9aad3f!8m2!3d17.6062435!4d77.6228988!16s%2Fg%2F11pv594dn4!19sChIJRQYmVrRLyTsRP62ajgSTUo4?authuser=0&hl=en&rclk=1
Basaweshwar Temple shanthi Nagar,Tourist Attraction,Place of worship,"MJM5+MG6, Zaheerabad, Telangana 502228",,,17.6841693,77.6087734,https://www.google.com/maps/place/Basaweshwar+Temple+shanthi+Nagar/data=!4m7!3m6!1s0x3bceb4e213e75c87:0x79a9445bf1f1be65!8m2!3d17.6841693!4d77.6087734!16s%2Fg%2F11d_d0140d!19sChIJh1znE-K0zjsRZb7x8VtEqXk?authuser=0&hl=en&rclk=1
Ethipothala Waterfalls,Tourist Attraction,Tourist attraction,"HH33+QRW, Zaheerabad, Sarjaraopet, Telangana 502220",,,17.554478,77.5545726,https://www.google.com/maps/place/Ethipothala+Waterfalls/data=!4m7!3m6!1s0x3bceb50fbb4821d1:0x1d1e723f84c7064b!8m2!3d17.554478!4d77.5545726!16s%2Fg%2F11jsxt50w_!19sChIJ0SFIuw-1zjsRSwbHhD9yHh0?authuser=0&hl=en&rclk=1
Municipal garden,Tourist Attraction,Garden,"MJC7+VV8, LIG-II Phase, Shanti Nagar, Zaheerabad, Telangana 502220",,,17.6721502,77.6147148,https://www.google.com/maps/place/Municipal+garden/data=!4m7!3m6!1s0x3bceb5abbd696a79:0x609ba8150b87bd37!8m2!3d17.6721502!4d77.6147148!16s%2Fg%2F11m4gnl80m!19sChIJeWppvau1zjsRN72HCxWom2A?authuser=0&hl=en&rclk=1
Sri sangameshwara manikh prabhu mandir,Tourist Attraction,Hindu temple,"MJM2+CJC, Zaheerabad, Telangana 502220",,,17.6835684,77.6015247,https://www.google.com/maps/place/Sri+sangameshwara+manikh+prabhu+mandir/data=!4m7!3m6!1s0x3bceb51bf1097eff:0xf7c3a471240cadc7!8m2!3d17.6835684!4d77.6015247!16s%2Fg%2F12llz6qg0!19sChIJ_34J8Ru1zjsRx60MJHGkw_c?authuser=0&hl=en&rclk=1
Ganesh park Dattagiri colony,Tourist Attraction,Park,"MJMF+Q7Q Shisu Mandir, School Rd, Sairam Nagar Colony, Dattagiri Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502228",,,17.684453,77.6232466,https://www.google.com/maps/place/Ganesh+park+Dattagiri+colony/data=!4m7!3m6!1s0x3bceb5f32e7ac1ef:0x477e5d47d71cfeb4!8m2!3d17.684453!4d77.6232466!16s%2Fg%2F11j83wxzr8!19sChIJ78F6LvO1zjsRtP4c10ddfkc?authuser=0&hl=en&rclk=1
Zahirabad,Train Station,Train station,"Gunj Rd, Zaheerabad, Telangana 502220",,,17.6754939,77.6113183,https://www.google.com/maps/place/Zahirabad/data=!4m7!3m6!1s0x3bceb4de4bacc51b:0x1143ff47a10e72e3!8m2!3d17.6754939!4d77.6113183!16s%2Fg%2F1tql372h!19sChIJG8WsS960zjsR43IOoUf_QxE?authuser=0&hl=en&rclk=1
Matalkunta,Train Station,Train station,"Metalkunta, Telangana 502249",,,17.7720677,77.5604494,https://www.google.com/maps/place/Matalkunta/data=!4m7!3m6!1s0x3bcec9df386fd21f:0xfcdf4004f4bae4a7!8m2!3d17.7720677!4d77.5604494!16s%2Fg%2F1pyckg7sn!19sChIJH9JvON_JzjsRp-S69ARA3_w?authuser=0&hl=en&rclk=1
Chitta,Train Station,Train station,Telangana 502249,,,17.82028,77.538907,https://www.google.com/maps/place/Chitta/data=!4m7!3m6!1s0x3bcec86ccd72ef7b:0x71a92f5f98e85757!8m2!3d17.82028!4d77.538907!16s%2Fg%2F11c1ngqwbc!19sChIJe-9yzWzIzjsRV1fomF8vqXE?authuser=0&hl=en&rclk=1
Kohir Deccan,Train Station,Train station,"Kohir, Telangana 502210",,,17.60935,77.71254,https://www.google.com/maps/place/Kohir+Deccan/data=!4m7!3m6!1s0x3bc94da66cbc691d:0x56a1cb8b76b7033a!8m2!3d17.60935!4d77.71254!16s%2Fg%2F1tnk_v_2!19sChIJHWm8bKZNyTsROgO3dovLoVY?authuser=0&hl=en&rclk=1
Marpalli,Train Station,Train station,"Marpalle Kalan, Telangana 501202",,,17.54587,77.77191,https://www.google.com/maps/place/Marpalli/data=!4m7!3m6!1s0x3bc951be45417955:0x918491b268e89f7e!8m2!3d17.54587!4d77.77191!16s%2Fg%2F1tdk3mm8!19sChIJVXlBRb5RyTsRfp_oaLKRhJE?authuser=0&hl=en&rclk=1
Bidar,Train Station,Train station,"Nandi Colony, Bidar, Karnataka 585401",084822 26404,,17.9117286,77.5145984,https://www.google.com/maps/place/Bidar/data=!4m7!3m6!1s0x3bcec6d89ae6e397:0x9413c687ada30c78!8m2!3d17.9117286!4d77.5145984!16s%2Fm%2F0zrqpkw!19sChIJl-PmmtjGzjsReAyjrYfGE5Q?authuser=0&hl=en&rclk=1
Khanapur Junction,Train Station,Train station,"Kapplapur (A), Karnataka 585402",,,17.9424324,77.384157,https://www.google.com/maps/place/Khanapur+Junction/data=!4m7!3m6!1s0x3bcec335eb91e85f:0x8bb18b842d8238c0!8m2!3d17.9424324!4d77.384157!16s%2Fg%2F12hm29l9k!19sChIJX-iR6zXDzjsRwDiCLYSLsYs?authuser=0&hl=en&rclk=1
Sadashivapet Road,Train Station,Train station,"Vikarabad - Sadasivapet State Hwy, Telangana 501101",,,17.4834526,77.8731867,https://www.google.com/maps/place/Sadashivapet+Road/data=!4m7!3m6!1s0x3bc959d7c483b57b:0x78b20532f4ae9d72!8m2!3d17.4834526!4d77.8731867!16s%2Fg%2F12hkmw_9_!19sChIJe7WDxNdZyTsRcp2u9DIFsng?authuser=0&hl=en&rclk=1
The Meera Kitchen,restaurant,Restaurant,"Near, Pastapur X Rd, Zahirabad Rural, Zaheerabad, Telangana 502220",,,17.68188,77.63433,https://www.google.com/maps/place/The+Meera+Kitchen/data=!4m7!3m6!1s0x3bceb5ea454affa9:0xfab21f03fcc65e9f!8m2!3d17.68188!4d77.63433!16s%2Fg%2F11wwp6f6q5!19sChIJqf9KReq1zjsRn17G_AMfsvo?authuser=0&hl=en&rclk=1
THE HEALTH CAFE AND RESTAURANT,restaurant,Indian restaurant,"MJMH+Q39, Sairam Nagar Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502228",,,17.6845351,77.6277325,https://www.google.com/maps/place/THE+HEALTH+CAFE+AND+RESTAURANT/data=!4m7!3m6!1s0x3bceb5005f3eed5b:0xd0c27744e6324417!8m2!3d17.6845351!4d77.6277325!16s%2Fg%2F11yfh7thp3!19sChIJW-0-XwC1zjsRF0Qy5kR3wtA?authuser=0&hl=en&rclk=1
PACHA THORANAM family Restaurant&Garden Dhaba,restaurant,Family restaurant,"Opp:State Bank of India, Pastapur X Rd, Zahirabad Rural, Zaheerabad, Telangana 502220",095056 78939,,17.68141,77.6347667,https://www.google.com/maps/place/PACHA+THORANAM+family+Restaurant%26Garden+Dhaba/data=!4m7!3m6!1s0x3bceb5d6bd5a0593:0xe2762a29b6323a19!8m2!3d17.68141!4d77.6347667!16s%2Fg%2F11rm_6r5kn!19sChIJkwVavda1zjsRGToytikqduI?authuser=0&hl=en&rclk=1
Delhi darbar Arabian Restaurant,restaurant,Restaurant,"Sairam Nagar Colony, Dattagiri Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502228",098482 46357,https://www.instagram.com/delhi_darbar_zhb?igsh=aWl2eDkyYTVxZjNv,17.6816356,77.6224325,https://www.google.com/maps/place/Delhi+darbar+Arabian+Restaurant/data=!4m7!3m6!1s0x3bceb57c51455c65:0x9f9bc709844270d5!8m2!3d17.6816356!4d77.6224325!16s%2Fg%2F11sk0r1ncv!19sChIJZVxFUXy1zjsR1XBChAnHm58?authuser=0&hl=en&rclk=1
Swastik A/c Family Restaurant,restaurant,Restaurant,"MJJF+C5H, Allipur Rd, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502318",091002 21213,,17.6810561,77.6229951,https://www.google.com/maps/place/Swastik+A%2Fc+Family+Restaurant/data=!4m7!3m6!1s0x3bceb50043f5b68f:0xf47988fd32c9a489!8m2!3d17.6810561!4d77.6229951!16s%2Fg%2F11vxjx_g21!19sChIJj7b1QwC1zjsRiaTJMv2IefQ?authuser=0&hl=en&rclk=1
Brindhavan Restaurant,restaurant,Restaurant,"1st floor, beside Samsung Showroom, Sairam Nagar Colony, Dattagiri Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502220",097017 75956,,17.6816961,77.6237241,https://www.google.com/maps/place/Brindhavan+Restaurant/data=!4m7!3m6!1s0x3bceb562cc4eeba7:0x7ce54e54dadd0a5c!8m2!3d17.6816961!4d77.6237241!16s%2Fg%2F11vy83jy0h!19sChIJp-tOzGK1zjsRXArd2lRO5Xw?authuser=0&hl=en&rclk=1
Swagath bar & restaurant,restaurant,Restaurant,"MJJM+V3C, Vema Reddy colony, Zahirabad Rural, Zaheerabad, Telangana 502318",,,17.6821818,77.6326377,https://www.google.com/maps/place/Swagath+bar+%26+restaurant/data=!4m7!3m6!1s0x3bceb539b2494e47:0xfcf0c6cbab3ec84c!8m2!3d17.6821818!4d77.6326377!16s%2Fg%2F11k_3jpj22!19sChIJR05Jsjm1zjsRTMg-q8vG8Pw?authuser=0&hl=en&rclk=1
